"","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindSpeed3pm","Humidity3pm","Pressure3pm","Cloud3pm","Temp3pm","RainToday","RainTomorrow"
"91513",20.3,24.4,3.4,10.4,0,17,91,1016.5,8,21.1,"Yes","Yes"
"76496",17.1,29.5,35.2,5,12.1,15,42,1008.3,1,28.8,"Yes","No"
"31283",21.6,27,1,8.4,8.5,24,73,1013.7,5,24,"No","No"
"64117",5.8,27.5,0,5.4,12.6,35,24,1020,0,26.3,"No","No"
"117630",9.9,27.3,0,4.8,10.4,13,22,1023.1,0,27.2,"No","No"
"129068",8.1,16.6,0,1.8,6.2,7,67,1026.7,7,16.3,"No","No"
"22162",14.7,17.6,0,4,3.9,13,62,1018,6,16.4,"No","Yes"
"36620",16,26.4,22.4,2.8,12.4,24,52,1010,6,24.8,"Yes","No"
"12448",1,17.8,0,2.2,10.2,19,27,1026.3,1,17.2,"No","No"
"21799",20.2,23.4,0.6,2.8,2.8,19,83,1013,7,22.7,"No","Yes"
"103572",6.1,17,0,5,8.5,30,32,1015.5,5,16.2,"No","No"
"90841",26.1,31.4,0,11,11.5,20,60,1007.6,3,31.1,"No","No"
"77075",9.3,15.9,0.2,1.6,3.9,4,56,1023.7,5,15.4,"No","No"
"117284",9.5,20.6,0.6,2.6,5.2,28,67,1013.5,4,19.3,"No","Yes"
"11952",18.1,31.8,0,5.8,11.7,11,35,1014.2,4,30.1,"No","No"
"99418",13.6,36.5,0,7.8,9.9,30,27,1014.9,4,32.9,"No","No"
"91502",22.6,29.2,2.2,5.8,2.4,26,65,1013,7,26.9,"Yes","Yes"
"117439",6.3,19.1,0,3.2,5.2,26,52,1006.9,3,18.4,"No","Yes"
"68744",4.3,15.5,0,1.4,4.7,13,53,1017.1,7,14.7,"No","Yes"
"70273",17.9,32.1,0,12.6,12.8,15,35,1009.3,5,31,"No","No"
"66024",12.5,20.1,0,2.4,4.2,33,78,1018.2,7,16.1,"No","No"
"9388",19.7,25,0,2.2,1,24,60,1016.3,8,24.7,"No","No"
"119050",19.5,26.5,4.6,4.6,6.8,15,59,1015.7,6,24.2,"Yes","No"
"60455",10.1,20.4,12,5.2,8.3,41,49,1001,4,18.4,"Yes","No"
"63243",2.8,14.4,0,0.6,9.4,17,50,1021.7,2,13.5,"No","No"
"10591",17.9,30.4,0,6.8,10.8,46,62,1006.2,5,25.7,"No","No"
"33125",14.1,18.9,2.6,5.8,7.9,15,60,1025.3,2,18.5,"Yes","No"
"63210",14.3,27.4,0,6,6.6,28,38,1021,7,26.8,"No","No"
"40536",15.6,25.5,0,8.6,12.2,31,57,1015.7,2,24.1,"No","No"
"91409",18.8,23.9,0,3.2,2.3,13,63,1016.2,8,23.3,"No","No"
"70994",19.7,22.4,0,11.2,1.8,15,71,1014.1,7,17.4,"No","No"
"78054",1.7,16.9,0,4.2,6.4,19,52,1021.3,7,15.4,"No","Yes"
"6120",9.8,20.7,0,2.4,3,28,43,1007.2,7,18.9,"No","No"
"44738",10.3,23,0.4,5.4,11.2,28,34,997.3,7,20.3,"No","Yes"
"91319",20.4,29.8,0,5.4,10.8,11,65,1009.8,5,28.9,"No","No"
"84441",19.3,27.4,15,1.2,3.6,9,69,1013.2,7,25.9,"Yes","Yes"
"82213",19.3,29.8,0,9.8,12.9,15,51,1012.4,1,28.4,"No","No"
"22790",20.3,25.3,2,4.6,10.7,22,79,1008.7,5,23.9,"Yes","No"
"9361",18.9,21.8,2.8,7,1.2,31,71,1026.1,8,21.7,"Yes","Yes"
"67279",7.9,19.3,0,3.4,5.6,6,39,1023,6,17.6,"No","No"
"82555",21.3,27.8,0,8.4,8.4,9,59,1010.3,5,26.6,"No","No"
"33220",20,30.9,0,9,12.8,31,53,1008,2,29.1,"No","No"
"117820",17.9,32.7,0,7,8.8,17,39,1011.2,6,26.4,"No","No"
"32324",21.8,26.5,0.2,8,7.4,15,52,1001.1,4,25.5,"No","Yes"
"120262",10.2,23.2,0,7.2,9.5,17,51,1022.1,1,20.9,"No","No"
"96949",10.1,19.3,1,3.2,12,24,47,1013.9,6,18.2,"No","No"
"127332",10.5,19.7,0,1.8,7.3,11,71,1024.2,4,18.8,"No","No"
"68667",9.6,24.5,0,3.6,9.7,15,40,1023.3,4,24.5,"No","No"
"76215",16.6,22.1,0.2,4,3.9,24,68,1017.6,7,19.2,"No","No"
"84298",18.3,30.7,0,4,12.8,11,51,1018.5,2,28.8,"No","No"
"127215",13.2,23.8,0.2,6.4,8.6,19,68,1011.1,7,19,"No","No"
"129065",7.6,13.8,0.2,4.8,9.9,20,32,1027.9,1,12.3,"No","No"
"34436",8.8,23.5,0,6.6,10.7,26,20,1011.5,1,23.4,"No","No"
"68502",17.2,42.1,0,10,11.1,20,8,1002.5,7,39.7,"No","No"
"91875",23.2,30.9,0,11,9.9,31,62,1011.7,6,28.5,"No","No"
"102138",10,23,0,7.7,11,26,37,1016.9,3,22.1,"No","No"
"134967",16.7,35.9,0,12.6,12.6,17,14,1012.8,1,34,"No","No"
"13365",6.8,26,0,5.8,9.3,15,14,1017.4,5,25.5,"No","No"
"45303",3,7.7,0,1.6,0.7,20,79,1009.9,7,6,"No","No"
"45927",8.3,23.3,0.1,3.5,7,20,56,1015,1,21.8,"No","No"
"35071",11,17.9,0,4.4,7.8,35,70,1030.9,5,17.2,"No","No"
"133980",19,42.2,0,16,13.3,24,10,1001.8,1,40.2,"No","No"
"33818",11.6,20.4,0,5.4,10.3,20,35,1009.6,7,19.7,"No","No"
"77541",13.2,21.2,0,4.8,1.6,19,53,1023.9,7,20.1,"No","No"
"126969",6.7,16.1,0,1,9.4,13,65,1026.3,1,15.4,"No","No"
"13458",2.3,22.2,0,2.4,10.3,9,26,1015.3,1,21.7,"No","No"
"45320",7.3,12.6,7.4,0.8,8.7,26,71,1018.8,2,9.5,"Yes","No"
"74941",11.9,15.8,1.6,3.8,10.4,22,54,1026.4,7,13.9,"Yes","No"
"97516",4.6,14.2,0,1,1.6,20,85,1028.1,7,13,"No","No"
"82283",21.6,31.1,0,6.8,11.3,19,56,1011.2,5,29.6,"No","No"
"137826",23.8,34,6,6.4,9.8,19,48,1005.9,2,33.6,"Yes","Yes"
"35279",19.3,26.5,3.6,10,6.4,22,60,1011.4,3,25.6,"Yes","No"
"6322",11.3,28.8,0,11.2,12.9,20,12,1011.2,0,26.5,"No","No"
"74906",12.7,21.7,0,4,8.6,19,67,1011.5,6,20.6,"No","No"
"92369",17.6,24.8,0,6,10.4,26,28,1013.8,3,24.6,"No","No"
"129346",14,19.7,0,6.2,2.5,19,46,1023.5,7,19,"No","No"
"129707",10.4,22.5,9.8,1.2,8,6,97,1010.5,7,21.1,"Yes","No"
"82070",11.3,19.4,0,3,6.8,11,55,1009,3,19.2,"No","No"
"82939",23.4,30.5,0,6.4,11.6,11,62,1009.1,1,28.9,"No","No"
"137605",22.7,33.1,0,8,11.2,26,35,1008.2,1,32.2,"No","No"
"99198",5.6,15.5,0,1.2,2.5,20,76,1030.2,7,13.3,"No","No"
"97279",10.4,30.3,0,3.4,11.1,20,36,1015.7,7,29.4,"No","No"
"103915",10.4,26.3,0,7.8,11.1,17,13,1019.8,0,24.7,"No","No"
"133720",19.7,25.7,4.2,1.2,1.8,24,56,1006,7,24.3,"Yes","No"
"129154",2.3,8.1,1.4,1.6,3.1,24,51,1021.8,5,7.2,"Yes","Yes"
"101812",9.4,18.6,0,3,9.4,17,54,1018.4,3,17.9,"No","No"
"21038",19.5,24.1,0,5.2,0.3,13,91,1015,7,22.6,"No","Yes"
"9468",10,21.6,0,1.6,3.9,6,76,1017.8,7,18.2,"No","Yes"
"82308",22.7,33.1,0,5.8,8.7,17,65,1016,7,29,"No","No"
"66220",8.1,16.5,0,2.2,6.8,13,45,1027.5,7,15.7,"No","No"
"92859",20.8,29.6,0,8,9.2,13,53,1012.5,1,28.1,"No","No"
"45521",17.4,26.1,3.8,2,1,19,55,1007.5,8,25.5,"Yes","No"
"99395",9.1,22.6,0,4.4,10.3,24,53,1015.6,1,20.2,"No","No"
"137979",24.2,33.4,0,5.4,10.7,20,44,1009.5,6,32.6,"No","No"
"133836",7.4,27.8,0,5.4,10.4,13,11,1016.9,0,27.3,"No","No"
"74481",13.4,17.9,0,11.2,11.3,22,72,1014.5,5,16.9,"No","No"
"69743",-1.9,16.7,0,1,8.1,6,36,1028.5,0,16.2,"No","No"
"78093",3.5,11,1,2,3.5,20,99,1024.9,7,9.6,"No","Yes"
"72813",11.8,24.4,0,4.6,9.8,22,56,1016.3,6,22.2,"No","No"
"117179",16,34.1,0,12.4,13.2,28,15,1018.4,1,33.2,"No","No"
"21334",20.2,26.8,6.2,0.8,7.2,17,86,1011.4,7,24.1,"Yes","No"
"65443",4.8,15.4,0,2.4,8.2,22,41,1018.8,7,14.7,"No","No"
"78624",12.3,26.8,0,9.2,8.3,17,52,1007.5,1,26,"No","No"
"73043",9.1,14.8,5,3.2,4.2,33,79,1005.6,8,12.8,"Yes","Yes"
"37066",0.7,16,0,1,9,6,42,1023.6,1,15.3,"No","No"
"118323",17.5,31.5,0,9.4,10.8,11,27,1017.4,2,31.1,"No","No"
"117081",9,30.2,0,6.6,11.6,26,28,1018.7,1,29.1,"No","No"
"74280",6.2,14.3,0.2,3.2,0.7,24,68,1025.9,8,12.9,"No","No"
"128751",4.4,14.5,0,2,8.3,20,59,1025,1,13.6,"No","Yes"
"84778",16.9,26.2,0,7,5.8,15,55,1019.5,7,25.8,"No","No"
"63949",8.5,13.9,0.6,1.8,1.7,20,58,1025.2,7,13,"No","No"
"72760",4.8,20.1,0,4.8,13.8,17,63,1015.2,1,18.1,"No","No"
"133404",11.9,23.3,0,6.4,11,17,34,1021.1,1,22.8,"No","No"
"103709",20.6,30.1,0,18.6,10,20,23,1009.1,7,29.6,"No","No"
"86857",17.5,27.2,0,6,11,30,52,1015.8,2,25,"No","No"
"78700",3.8,19.7,0,1.8,8.2,15,50,1024.3,6,18.8,"No","No"
"120545",8.2,16.7,0,2.2,3.8,13,59,1022,4,15.5,"No","No"
"101707",17.1,32.3,0,12,13.5,26,41,1008.7,2,25.5,"No","No"
"91168",21.5,29.9,1.2,10.4,6.2,30,60,1010.9,4,27.9,"Yes","No"
"9876",11.6,24.9,0,4,8.7,26,71,1015.9,5,20.4,"No","No"
"103325",15.7,32,0,12.4,13.6,9,20,1017.7,1,29.8,"No","No"
"87191",20.9,28.5,0,9.8,6.5,26,69,1017,7,25.7,"No","No"
"60236",7.1,16,0,2,2.1,15,58,1018.3,6,15.1,"No","No"
"64156",10.9,26.6,0,7,13.4,17,38,1013.6,0,24.9,"No","No"
"62962",6.7,17.1,3.4,1.8,9.7,20,66,1017.2,4,15.6,"Yes","No"
"85271",22.4,30.6,5.2,2.6,0.1,19,65,1004.4,8,29.8,"Yes","Yes"
"85571",23.4,30.5,0,6.6,4.3,13,88,1008.1,7,24.9,"No","Yes"
"73192",10.6,21.2,0.2,3,10.3,20,57,1034.7,2,20.1,"No","No"
"66766",10,15.6,1.2,3.4,1.8,26,59,1019.8,7,13.5,"Yes","No"
"97087",7.1,21.9,0,2.4,8.7,9,45,1019.5,1,21.6,"No","No"
"78101",3.7,16.1,0,2.2,1.8,17,54,1014.8,7,14.5,"No","Yes"
"129166",9.6,14.5,0,2.2,3.7,41,42,999.7,7,13.7,"No","No"
"134842",-3,19.8,0,3,10.5,13,14,1018.5,0,19,"No","No"
"118539",15.4,20.7,5,7.6,5.1,26,64,1012.2,6,16.8,"Yes","No"
"97042",10.2,17.6,1,3,0,13,64,1016.6,7,16.3,"No","No"
"91040",8.9,24.3,0,5.4,10.4,20,40,1014.4,2,23.6,"No","No"
"103893",7.5,18,0.2,4,7.8,26,33,1011.3,2,16.8,"No","No"
"138014",22.4,32.9,0,7.4,10.4,28,28,1012.3,1,32.2,"No","No"
"126737",7.3,13.7,0,3.4,5.7,28,48,1006.2,2,13.3,"No","Yes"
"21161",12.2,19,0,3.2,9.1,11,50,1018.1,1,18.1,"No","Yes"
"82981",21.9,32.4,0,6,11.2,7,59,1009.6,6,30,"No","Yes"
"92766",15,27,0,5,10.5,15,32,1017.1,0,26.3,"No","No"
"120294",17.2,27.6,2.8,5,11.1,13,52,1013.7,2,25.6,"Yes","No"
"115802",18.6,34.8,0,12.4,13,19,19,1011.1,1,33.6,"No","No"
"64266",10.2,13.9,8.8,3.6,3.1,24,58,1023.3,7,12.6,"Yes","No"
"67617",8.3,13.1,0,1.6,0.4,30,62,1013.7,7,12.4,"No","Yes"
"40735",4.5,17.8,0,9.8,9.6,17,53,1019.6,1,16.6,"No","No"
"86710",23.9,30.9,0.2,4.4,7.3,24,76,1012.3,3,30.2,"No","No"
"64597",7,12.7,4.8,2.6,2.3,19,92,1011.8,7,10.3,"Yes","No"
"98612",7.7,16.6,6.6,3,9.4,24,67,1013.4,6,14.2,"Yes","No"
"13826",12.2,27.1,0.2,7.6,10.7,41,9,1010.7,1,26.1,"No","No"
"103708",19,35.7,0,17.6,11.2,20,14,1010.1,1,34.4,"No","No"
"69938",15.4,29.6,0,12,8.7,19,25,1017.2,7,27,"No","No"
"138778",21.5,31.6,0,6.6,10.3,22,56,1009.8,2,30.7,"No","No"
"91735",15.9,25.2,0,7.2,9.9,28,41,1018.8,2,23.8,"No","No"
"73378",8.2,12.5,1.2,3.6,7.7,35,68,1016.3,8,10.7,"Yes","No"
"36656",10.1,25,0,4,11.1,9,40,1023.6,1,23.7,"No","No"
"72930",8.2,14.8,10,1.4,5.1,19,62,1010.5,7,12.3,"Yes","No"
"33500",15.2,20.6,5.2,5.4,8.9,22,56,1020.6,3,19.7,"Yes","No"
"119305",21.7,37.3,1.2,4.2,12.3,13,44,1006.1,7,35.8,"Yes","No"
"91359",13.6,26.9,0,7.4,7,17,53,1014.5,7,24.3,"No","No"
"86538",16,31,0,7.2,10.2,15,58,1010.2,0,27.9,"No","No"
"98566",8,15.4,6.6,1,0.4,33,78,1004.7,7,15.1,"Yes","Yes"
"78424",7.1,12.1,0.6,2,1.9,20,55,1017.4,6,11.7,"No","No"
"137856",24.4,28,30,1,0,28,96,996,7,25.3,"Yes","Yes"
"39436",8.8,28.2,0,3.2,8.8,33,16,1013.7,6,27.1,"No","No"
"67983",11.2,18.8,0.2,4.6,10.2,13,50,1023,2,18.1,"No","No"
"133775",1.9,23.9,0,3.4,10.2,9,14,1017.5,0,23.5,"No","No"
"64599",8.7,14.4,0.2,1.6,2.3,24,58,1024.7,3,13.8,"No","No"
"66209",7.8,16.2,0.8,2.8,10,37,43,1024.5,5,15.1,"No","No"
"22609",13.7,20.7,0.2,3,10,22,81,1016.6,3,19.6,"No","No"
"85069",16.5,27.1,0,5.8,7.7,15,63,1012.5,7,25.8,"No","No"
"68905",17.1,28.8,0,6.4,12.6,22,24,1004.8,1,28.1,"No","No"
"82965",20.3,29.4,0.2,4.4,8.6,9,55,1001.5,6,28.1,"No","No"
"35769",14.7,26.7,1,4.4,8.1,19,52,1017.6,5,23.1,"No","No"
"64667",3.2,13.1,1.4,1.6,5.3,19,57,1031.3,7,12.4,"Yes","No"
"77471",13.3,20.3,0,5,8.9,20,47,1019.1,5,20.1,"No","No"
"35193",14,23.9,0,5,10.7,33,52,1020.1,1,23.5,"No","No"
"115165",16.3,18.5,0.8,5.8,0,7,82,1008.4,8,16.1,"No","Yes"
"23170",18.5,24.9,0,4,10.6,13,67,1014.3,1,23.9,"No","No"
"9032",13.3,25.6,0,3.4,10.5,13,50,1011.9,0,24.6,"No","No"
"90948",20.6,31.7,0,6.2,10.7,22,60,1009.9,2,30.3,"No","No"
"97609",8.6,15.1,0.2,2,1.8,26,64,1019.8,8,13.5,"No","No"
"127388",4.8,14.1,0,0.8,8.3,11,47,1032,1,13.8,"No","No"
"136420",23.4,34.9,21,6,9.9,22,44,1006.3,1,33.9,"Yes","Yes"
"84447",16.1,27.3,0,4,10.2,9,59,1015.9,4,26,"No","No"
"84061",16.8,27.2,0,5.2,9,6,46,1017.6,6,25.8,"No","No"
"63646",5.3,15.9,0,4.6,5.9,35,44,1021.8,5,15.6,"No","No"
"85734",16.1,27.1,0,6,10.4,20,50,1014.4,2,26.2,"No","No"
"118662",20.9,35.1,0,9.8,12.7,15,30,1009.8,0,33.6,"No","No"
"92009",19.3,30.6,0,6.6,10.5,22,55,1010.4,6,29.7,"No","No"
"100128",8.6,13.8,0,1.4,4.6,11,71,1024.3,5,12.6,"No","Yes"
"22307",17.1,21.7,0,4.6,12.4,30,59,1019.3,1,20,"No","No"
"128833",7.6,16.8,0.2,2,7.7,15,52,1026.9,6,15.3,"No","No"
"99412",10.1,21.6,0,2.6,10.3,19,34,1014.1,5,19.8,"No","No"
"9678",16.4,27.6,0.2,5.4,7.5,20,65,1014.3,7,25.8,"No","Yes"
"86368",20.4,29.2,0,4,10.4,15,71,1009.2,2,28.3,"No","No"
"137271",24.2,34.2,0,7,9.7,17,44,1009.9,4,32.9,"No","Yes"
"12138",10.5,30,0,5.8,9.4,17,16,1015,7,29.3,"No","No"
"118573",12.1,24.9,0,7.4,13.1,28,42,1014.4,1,21.6,"No","No"
"84450",18.6,25.6,0,6.2,3.2,6,27,1015.8,5,24.3,"No","No"
"63874",10.6,29.3,0,4.8,9.5,19,26,1014.9,6,28.7,"No","No"
"97572",6.9,12.5,0.4,2.2,0,20,91,995.5,8,10.3,"No","Yes"
"101663",2.5,23.4,0,4.2,12,9,26,1017.8,4,21.2,"No","No"
"137964",24.7,32.4,3.2,4.8,8.9,22,64,1009.7,4,31.5,"Yes","No"
"38906",18.5,23.3,25.4,4.6,0.8,26,95,1018,7,20.8,"Yes","Yes"
"13603",26.6,35.7,0,23.6,13.6,30,13,1002.6,0,34.6,"No","No"
"66156",10.5,19.3,0,4,6.5,59,46,1010.3,2,18.2,"No","No"
"76567",12.9,20.9,0.2,2.4,2.7,9,59,1025.4,7,19.5,"No","No"
"74205",15,19.9,1,2.6,4.9,35,71,1012.7,8,19.1,"No","Yes"
"63494",12.1,21.7,0,7.2,10.5,19,46,1021.2,0,21.2,"No","No"
"91747",12.1,25.4,0,4,10.2,20,61,1016.2,1,24,"No","No"
"92228",22.8,30.5,2,12,9.3,30,62,1012.8,2,28.3,"Yes","No"
"69109",10.5,17.3,4.6,2.6,6.6,24,43,1006.4,5,16.1,"Yes","No"
"64423",5.7,17.7,0,5.8,5.3,33,49,1021.3,7,16.8,"No","No"
"92267",23.9,33.3,0,8,12.4,28,58,1006.4,1,31.1,"No","No"
"138016",19.7,31.6,0,6.8,11,28,15,1011.8,0,30.9,"No","No"
"9405",17.9,29.4,0,3.2,8.1,19,56,1013.4,7,26.6,"No","No"
"103166",6.3,15.7,0,1.2,3.7,13,39,1020.4,7,14.7,"No","No"
"91772",14.7,25.2,0,6.4,6.3,30,71,1016.5,7,22.2,"No","No"
"127176",12.6,16.4,0,4,7.1,26,52,1012.1,1,15.9,"No","No"
"12495",5.3,19.4,0,3.4,10.9,15,41,1022.1,2,18.4,"No","No"
"76320",4.9,11.8,0.4,1,0.3,13,100,1032,7,11.6,"No","Yes"
"39160",12.8,27.5,0,8.8,12,28,49,1013.7,2,26.3,"No","No"
"83903",20.9,30.9,0,9.2,11.6,15,61,1009.5,1,27.7,"No","No"
"103575",7.1,11.6,0.4,4.2,9.5,24,94,1014.2,8,10.1,"No","Yes"
"104396",22.1,29.8,0,25.6,12.5,35,21,1011.7,1,29,"No","No"
"127199",12.8,17.8,0,4.2,6.2,9,38,1008.8,7,17,"No","No"
"66909",10.7,22.4,25,6.8,11.9,13,38,1014.8,5,20.9,"Yes","No"
"129045",10.1,23.1,1.4,4.2,8.3,22,39,1017.9,1,22.5,"Yes","No"
"21093",16.6,22.1,0,4.6,9.5,17,59,1019.9,7,21,"No","Yes"
"31220",13.4,24.5,0.4,5.2,10.6,24,59,1012.2,6,22.3,"No","No"
"97071",7.8,16.8,0.2,3.4,1.2,20,56,1024.1,8,16.1,"No","Yes"
"66539",9.3,15.4,6.2,0.6,6,28,49,1021.2,6,14.5,"Yes","No"
"78376",10.6,17,1,0.8,5.9,15,62,1003.6,6,15.9,"No","No"
"91971",24.9,33.7,0,5.2,10.9,26,69,1008,6,29.7,"No","No"
"35650",16.5,18.9,4.2,8.8,0,24,79,1017.5,8,18.3,"Yes","Yes"
"72940",8.3,12.5,8.8,1.4,5,17,80,1015.6,5,11.4,"Yes","Yes"
"102262",5.1,14.1,0.3,2.1,4.6,24,68,1016.7,6,13.1,"No","Yes"
"105204",7.1,16.4,0,4.2,9.8,28,31,1032.9,0,15.4,"No","No"
"33212",22.2,24.8,0.2,9.2,8.8,43,77,1011.4,6,23.8,"No","Yes"
"74273",11.7,15.3,4.8,1.4,0.9,20,90,1013.2,8,13.7,"Yes","No"
"74574",8,20.7,0,0.8,5.3,11,72,1017,4,19.1,"No","No"
"39055",11.3,28.4,0.6,6.4,4.5,17,43,1000,5,26.9,"No","No"
"6174",14.1,28.9,0.2,2.2,7,17,29,1007,5,28.5,"No","No"
"117869",12.6,22.5,0,7,11.1,19,41,1010.8,4,21.5,"No","Yes"
"103507",1.6,15.4,0,2.4,8.5,6,30,1024.5,5,14.5,"No","No"
"13540",8.3,29.7,0,11.8,12.7,15,3,1017.6,0,28.8,"No","No"
"77813",16.1,24.3,1.4,5,10.6,9,40,1010.8,1,22.5,"Yes","No"
"86546",24,31.3,0,6.8,7.5,26,60,1014.1,3,28.6,"No","Yes"
"76820",16.8,21.9,4.2,7.8,9.7,20,48,1018.8,1,21.7,"Yes","No"
"77391",16.4,23.5,0,6.4,10.1,17,36,1004.6,4,23,"No","Yes"
"21789",17.6,23.1,0.4,4.8,7.4,30,74,1020.7,2,21.6,"No","Yes"
"100041",13,21.7,0,3.8,5.4,9,53,1016.4,7,19.7,"No","No"
"22986",14.6,20,11.4,5.6,8.8,20,72,1008.3,2,17.8,"Yes","Yes"
"20758",14.7,19.2,0.2,3.6,6.9,22,71,1017.6,2,17.1,"No","Yes"
"37494",9.4,31.3,0,5.4,2.6,19,18,1003.6,7,29.3,"No","No"
"33596",23.4,40.8,0,12,12.3,28,29,1006.2,1,38,"No","No"
"37674",13.5,23.7,0,4.8,8.9,13,48,1018.6,7,23.1,"No","No"
"67427",10.7,17.5,7.8,2.6,3.1,19,64,1017.8,7,15.4,"Yes","No"
"93077",21.6,29.7,0,9.8,9.4,22,58,1010.3,4,29,"No","No"
"39319",9.7,21.3,0,1.2,5.8,24,72,1017.3,7,16.9,"No","Yes"
"82529",15.8,22.6,1.6,4,3.4,9,52,1022.2,7,21.2,"Yes","No"
"21400",19.9,25.8,0,7.2,12.6,20,64,1008.6,3,25,"No","No"
"21345",23.1,28.2,0,4.8,7.6,24,77,1013.8,6,26.8,"No","No"
"65192",25.1,39.7,0.6,19.8,6.2,46,45,1004.1,7,27.4,"No","Yes"
"85193",19.7,30.4,0.6,7.2,10.8,31,40,1013.9,1,28.7,"No","No"
"32107",9.3,19.5,0,1,5.1,9,54,1030,6,17.8,"No","No"
"87329",20.3,31.5,0,10.8,11.4,20,60,1009.4,3,30.1,"No","No"
"70297",12.9,31.1,0,7.6,13.4,19,30,1010,0,28.2,"No","No"
"74490",11.6,18.1,1.4,8.6,10.3,31,63,1008.5,6,17.7,"Yes","No"
"116620",4.3,20.7,0,2,5.5,24,59,1017,7,19.3,"No","Yes"
"91758",8.5,24.5,0,5.2,10.7,22,28,1015.4,1,22.7,"No","No"
"117304",11.9,22.8,2.4,1,5.5,13,61,1020.8,5,21.2,"Yes","No"
"32538",14.5,18,14.4,6.2,0,9,91,1006,8,15.9,"Yes","Yes"
"115670",4.7,22.6,0,3,11.3,6,22,1014.7,2,22,"No","No"
"98357",1.5,21.2,0,6,12.9,9,31,1023.9,0,19.6,"No","No"
"82185",18.3,25.5,0.4,6.6,3.1,15,62,1020.2,6,25.2,"No","Yes"
"91189",22.7,34.5,0,8,11.9,28,40,1005.6,1,33.1,"No","No"
"31469",15.6,28.8,0,6.4,10.7,20,32,1006,1,27.3,"No","No"
"138491",23.3,32.8,0,8.4,10.5,24,53,1012.4,3,30.8,"No","No"
"129572",10.1,22.5,0,3,7.2,28,42,1015.1,7,20,"No","No"
"21613",16.2,20,0,6,5.5,17,72,1023.4,7,18.4,"No","No"
"76429",12.1,23.1,0,4.4,8.5,11,50,1014,5,21.2,"No","No"
"103255",7.2,23,0,5,10.2,15,25,1021.1,1,21.2,"No","No"
"104826",9.6,18,2.8,2.2,7.7,17,47,1020.5,2,17.1,"Yes","No"
"127061",7.2,14.1,1.6,0,2.7,22,88,993.3,8,9,"Yes","Yes"
"38332",20,34.1,0,10.4,10.2,20,28,1011.8,5,32.9,"No","Yes"
"83755",13.8,26.1,0,3.6,9.1,6,46,1019.7,5,24.9,"No","No"
"117578",18.1,31.3,0,8.2,11.3,22,47,1012.1,1,29.4,"No","No"
"115473",21.3,35.1,0,10,10.2,9,29,1008.8,1,34.2,"No","No"
"90873",24.1,31.1,1.4,6.2,10,28,65,1010.4,5,30.1,"Yes","No"
"97093",6.7,13.9,16.6,3.6,6.4,26,79,1005.5,5,10.6,"Yes","Yes"
"37734",1.9,15,0,1,9.2,15,59,1027.3,1,14.8,"No","No"
"78348",13,20.7,0.2,2.6,3.7,19,56,1012.4,7,20.4,"No","No"
"120512",8.5,21.4,0,3.6,9.2,13,42,1015.8,0,20.9,"No","No"
"91344",21.3,29.7,0,8,7.7,24,59,1013.5,7,27.7,"No","No"
"105022",18.3,37.8,0,13.2,11.6,9,5,1010.9,0,36.6,"No","No"
"74834",6.8,19.1,0,8,10.2,33,82,997.7,8,14.3,"No","Yes"
"6442",7.2,21,0,2.4,8,6,26,1020.3,1,20.6,"No","No"
"69752",11.1,17.7,2,2.6,6.2,28,54,1008.9,7,16.3,"Yes","No"
"120346",14.8,22.7,0,11,13.2,22,39,1012.3,2,21.2,"No","No"
"137854",24.8,32.9,8,4.4,6.6,15,75,1002.5,7,29.1,"Yes","Yes"
"84820",16.1,25.8,0,1.2,8.4,4,62,1017.5,2,25.4,"No","No"
"120673",8.2,21.8,0,5,8,15,87,1009.2,8,17.3,"No","No"
"119213",5.4,22,0,4.2,11,7,34,1025.2,1,21.6,"No","No"
"97222",5.6,19.3,0.6,2.6,7.6,35,40,1010.5,5,18.5,"No","No"
"104670",15.9,34.2,0,16,11.2,9,14,1006.9,2,32.1,"No","No"
"138695",25.8,31.4,0,7.4,2.5,19,72,1009.2,7,30,"No","No"
"60425",5.5,22.2,0,6.4,12.8,24,54,1022.7,1,20.6,"No","No"
"77408",7.8,24.1,0,4.8,12.2,24,37,1007.5,1,22.9,"No","No"
"99299",7.9,12.5,0.4,0.2,1.3,13,70,1022.1,7,11.9,"No","No"
"73251",10.4,20.7,0.4,2,7.5,26,59,1006.5,7,19.6,"No","Yes"
"118621",19.6,32.9,0,11.4,13.2,20,39,1008.2,0,30.2,"No","No"
"65791",9.9,14.2,0.2,2.2,1.4,19,80,1015.9,7,13.1,"No","Yes"
"63581",6.2,13,5,3.4,1.8,26,66,1020.1,7,11.8,"Yes","No"
"83621",20.5,33.5,0,8,12.6,13,48,1005.6,1,31.7,"No","No"
"92246",23.2,31.6,0,11.4,12,20,51,1012.5,1,29.9,"No","No"
"66324",13.4,36.2,0,6.8,13.1,26,35,1011.1,1,31.5,"No","No"
"73446",10.6,27.3,0,6.2,13.2,15,56,1016.1,0,27,"No","No"
"36060",-2.2,14.2,0,1,8.2,4,35,1018.8,2,13.2,"No","No"
"72784",15.1,39.1,0,10.8,13.2,15,19,1008.6,3,33.4,"No","No"
"116136",18.2,32.7,0,8.8,12,17,24,1013.4,0,32.2,"No","No"
"117319",9.8,21.6,0,3.6,9.2,26,36,1015.9,0,21.3,"No","No"
